port_number,port_name,port_country,latitude,longitude
13408,Tianjin Xin Gang,China,38.58,117.50
13409,Tangshan (Jingtang),China,39.12,119.10
13410,Qinhuangdao,China,39.56,119.37
13411,Suizhang Gang,China,40.40,121.30
13412,Huludao Gang,China,40.42,120.59
13413,Jinzhou Wan,China,40.45,121.60
13414,Yingkou,China,40.41,122.14
13415,Bayuquan,China,40.18,122.50
13416,Dandong,China,39.49,124.90
13417,Lushun,China,38.47,121.15
13418,Dalian,China,38.55,121.40
13419,Nampo,Democratic People's Republic of Korea,38.43,125.24
13420,Kyomip'O,Democratic People's Republic of Korea,38.44,125.37
13421,Haeju Hang,Democratic People's Republic of Korea,38.00,125.42
13422,Inchon,Republic of Korea,37.28,126.37
13423,Daesan Hang,Republic of Korea,37.10,126.24
13424,Pyeongtaek Hang,Republic of Korea,37.00,126.48
13425,Kunsan,Republic of Korea,35.59,126.37
13426,Mokpo,Republic of Korea,34.47,126.23
13427,Cheju Hang,Republic of Korea,33.31,126.32
13428,Yosu,Republic of Korea,34.44,127.45
13429,Gwangyang Hang,Republic of Korea,34.51,127.48
13430,Masan,Republic of Korea,35.11,128.34
13431,Chinae,Republic of Korea,35.80,128.39
13432,Busan,Republic of Korea,35.60,129.20
13433,Ulsan,Republic of Korea,35.27,129.24
13434,Pohang,Republic of Korea,36.30,129.23
13435,Mukho,Republic of Korea,37.34,129.70
13436,Tonghae,Republic of Korea,37.32,129.90
13437,Sokch'O Hang,Republic of Korea,38.12,128.36
13438,Wonsan,Democratic People's Republic of Korea,39.10,127.27
13439,Hungnam,Democratic People's Republic of Korea,39.50,127.37
13440,Ch'Aho,Democratic People's Republic of Korea,40.12,128.39
13441,Kimch'Aek,Democratic People's Republic of Korea,40.40,129.12
13442,Ch'Ongjin,Democratic People's Republic of Korea,41.46,129.49
13443,Najin,Democratic People's Republic of Korea,42.14,130.18
13444,Senbong,Democratic People's Republic of Korea,42.20,130.24
13445,Pos'Yet,Russian Federation,42.39,130.48
13446,Zarubino,Russian Federation,42.38,131.50
13447,Vladivostok,Russian Federation,43.70,131.54
13448,Bukhta Gaydamak,Russian Federation,42.52,132.41
13449,Vostochnyy,Russian Federation,42.45,133.50
13450,Nakhodka,Russian Federation,42.48,132.53
13451,Sovetskaya Gavan,Russian Federation,48.58,140.17
13452,Bukhta Vanino,Russian Federation,49.50,140.17
13453,De Kastri,Russian Federation,51.28,140.47
13454,Nikolayevsk Na Amur,Russian Federation,53.80,140.44
13455,Okha,Russian Federation,53.33,143.00
13456,Vitaz Marine Terminal,Russian Federation,52.42,143.33
13457,Poronaysk,Russian Federation,49.13,143.80
13458,Korsakov,Russian Federation,46.37,142.46
13459,Nevelsk,Russian Federation,46.40,141.52
13460,Kholmsk,Russian Federation,47.30,142.30
13461,Uglegorsk,Russian Federation,49.50,142.20
13462,Shakhtersk,Russian Federation,49.10,142.40
13463,Lesogorsk,Russian Federation,49.27,142.80
13464,Mys Rogatyy Oktyabrskiy,Russian Federation,50.44,142.60
13465,Aleksandrovsk -Sakhalinskiy,Russian Federation,50.54,142.80
13466,Lazarev,Russian Federation,52.13,141.31
13467,Moskal Vo,Russian Federation,53.35,142.30
13468,Shakotan,Russian Federation,43.52,146.50
13469,Mombetsu Ko,Japan,44.21,143.21
13470,Abashiri Ko,Japan,44.10,144.17
13471,Nemuro Ko,Japan,43.20,145.35
13472,Hanasaki Ko,Japan,43.17,145.35
13473,Kushiro Ko,Japan,42.59,144.22
13474,Tomakomai Ko,Japan,42.38,141.38
13475,Muroran Ko,Japan,42.21,140.58
13476,Tokachi,Japan,42.15,143.18
13477,Mori,Japan,42.70,140.35
13478,Hakodate Ko,Japan,41.47,140.43
13479,Esasi Ko,Japan,41.52,140.70
13480,Otaru Ko,Japan,43.12,141.10
13481,Isikari Wan,Japan,43.14,141.22
13482,Ishikari Bay New Port,Japan,43.13,141.17
13483,Rumoi Ko,Japan,43.57,141.38
13484,Wakkanai,Japan,43.25,141.41
13485,Aomori Ko,Japan,40.50,140.45
13486,Noshiro Ko,Japan,40.13,140.00
13487,Hachinohe Ko,Japan,40.32,141.33
13488,Miyako,Japan,39.38,141.59
13489,Kamaishi Ko,Japan,39.16,141.54
13490,Ofunato,Japan,39.30,141.44
13491,Kesennuma Ko,Japan,38.52,141.36
13492,Onagawa,Japan,38.27,141.27
13493,Ishinomaki Ko,Japan,38.24,141.19
13494,Sendai-Shiogama,Japan,38.19,141.20
13495,Soma,Japan,37.50,140.57
13496,Onahama Ko,Japan,36.56,140.54
13497,Hitachi,Japan,36.30,140.38
13498,Kashima Ko,Japan,35.56,140.42
13499,Choshi,Japan,35.44,140.51
13500,Tateyama Ko,Japan,35.00,139.48
13501,Kisarazu Ko,Japan,35.22,139.53
13502,Chiba Ko,Japan,35.35,140.40
13503,Katsunan Ko,Japan,35.40,139.59
13504,Funabashi,Japan,35.40,139.57
13505,Tokyo Ko,Japan,35.40,139.45
13506,Kawasaki Ko,Japan,35.30,139.46
13507,Yokohama Ko,Japan,35.27,139.35
13508,Yokosuka Ko,Japan,35.17,139.40
13509,Uraga Ko,Japan,35.14,139.43
13510,Tagonoura Ko,Japan,35.80,138.42
13511,Atsumi,Japan,34.40,137.40
13512,Shimoda Ko,Japan,34.40,138.57
13513,Omaezaki Ko,Japan,34.36,138.14
13514,Shimizu Ko,Japan,35.10,138.30
13515,Mikawa,Japan,34.43,137.18
13516,Kinuura Ko,Japan,34.51,136.57
13517,Gamagori Ko,Japan,34.49,137.13
13518,Nagoya Ko,Japan,35.40,136.52
13519,Yokkaichi,Japan,34.58,136.38
13520,Matsusaka,Japan,34.36,136.34
13521,Toba,Japan,34.29,136.51
13522,Owase Ko,Japan,34.40,136.13
13523,Tanabe Ko,Japan,33.43,135.22
13524,Yura,Japan,33.57,135.60
13525,Wakayama-Shimotsu Ko,Japan,34.12,135.80
13526,Sakai-Senboku,Japan,34.33,135.26
13527,Osaka,Japan,34.39,135.26
13528,Amagasaki,Japan,34.42,135.23
13529,Kobe,Japan,34.39,135.11
13530,Hirohata,Japan,34.46,134.38
13531,Shikama,Japan,34.46,134.39
13532,Himeji,Japan,34.45,134.38
13533,Higashi-Harima,Japan,34.42,134.50
13534,Aioi,Japan,34.47,134.28
13535,O0Kihama,Japan,34.45,134.34
13536,Kakogawa,Japan,34.42,134.50
13537,Uno Ko,Japan,34.29,133.57
13538,Hibi Ko,Japan,34.27,133.56
13539,Mizushima Ko,Japan,34.30,133.45
13540,Fukuyama,Japan,34.26,133.26
13541,Habu Ko,Japan,34.17,133.11
13542,Onomichi-Itozaki,Japan,34.23,133.10
13543,Kure,Japan,34.14,132.33
13544,Mitsukojima,Japan,34.11,132.31
13545,Hiroshima,Japan,34.21,132.28
13546,Kanokawa Ko,Japan,34.11,132.26
13547,Iwakuni Ko,Japan,34.11,132.15
13548,Namikata,Japan,34.70,132.54
13549,Kudamatsu,Japan,34.00,131.52
13550,Tokuyama,Japan,34.20,131.49
13551,Ube Ko,Japan,33.56,131.14
13552,Hikari,Japan,33.57,131.56
13553,Shimonoseki,Japan,33.56,130.56
13554,Hagi Ko,Japan,34.25,131.24
13555,Hamada Ko,Japan,34.54,132.50
13556,Sakai Ko,Japan,35.33,133.15
13557,Sakaiminato,Japan,35.32,133.14
13558,Miyazu,Japan,35.32,135.12
13559,Maizuru Ko,Japan,35.31,135.20
13560,Uchiura,Japan,35.31,135.30
13561,Fukui,Japan,36.40,136.12
13562,Tsuruga Ko,Japan,35.39,136.40
13563,Fukui Ko,Japan,36.11,136.60
13564,Kanazawa,Japan,36.37,136.36
13565,Nanao Ko,Japan,37.30,136.59
13566,Fushiki-Toyama,Japan,36.46,137.80
13567,Shimminato,Japan,36.46,137.70
13568,Himekawa,Japan,37.20,137.51
13569,Naoetsu Ko,Japan,37.11,138.15
13570,Kashiwazaki,Japan,37.22,138.33
13571,Niigata Ko,Japan,37.55,139.30
13572,Eastern Part Of Niigata-Ko,Japan,38.10,139.14
13573,Ryotu Ko,Japan,38.50,138.34
13574,Sakata Ko,Japan,38.56,139.49
13575,Akita-Funakawa Ko,Japan,39.50,140.00
13576,Mega,Japan,34.47,134.42
13577,Hannan Ko,Japan,34.28,135.21
13578,Takamatsu,Japan,34.21,134.30
13579,Komatsushima,Japan,34.10,134.36
13580,Tachibana,Japan,33.52,134.40
13581,Shingu,Japan,33.40,135.59
13582,Kochi Ko,Japan,33.30,133.34
13583,Susaki Ko,Japan,33.23,133.18
13584,Uwajima Ko,Japan,33.13,132.34
13585,Yawatahama,Japan,33.27,132.25
13586,Matsuyama,Japan,33.51,132.42
13587,Kikuma Ko,Japan,34.20,132.50
13588,Muturezima Ko,Japan,33.58,130.52
13589,Imabari Ko,Japan,34.40,133.10
13590,Takuma,Japan,34.13,133.41
13591,Tonda,Japan,34.20,131.45
13592,Onoda,Japan,34.00,131.11
13593,Niihama,Japan,33.59,133.17
13594,Mishima-Kawanoe Ko,Japan,34.00,133.33
13595,Marugame Ko,Japan,34.18,133.47
13596,Sakaide Ko,Japan,34.20,133.51
13597,Yanai,Japan,33.57,132.80
13598,Tobata,Japan,33.55,130.49
13599,Hibikinada,Japan,33.56,130.50
13600,Wakamatsu Ko,Japan,33.54,130.49
13601,Yahata,Japan,33.52,130.49
13602,Kokura Ko,Japan,33.53,130.53
13603,Moji Ko,Japan,33.57,130.58
13604,Kanda,Japan,33.47,131.10
13605,Beppu,Japan,33.19,131.31
13606,Oita Ko,Japan,33.15,131.40
13607,Saganoseki Ko,Japan,33.15,131.52
13608,Tsukumi Ko,Japan,33.50,131.52
13609,Saiki Ko,Japan,32.58,131.56
13610,Hososhima Ko,Japan,32.26,131.40
13611,Kagoshima Ko,Japan,31.35,130.34
13612,Shibushi Wan,Japan,31.28,131.60
13613,Kiire,Japan,31.23,130.33
13614,Minamata Ko,Japan,32.12,130.23
13615,Yatsushiro Ko,Japan,32.30,130.32
13616,Misumi Ko,Japan,32.36,130.28
13617,Miike Ko,Japan,33.00,130.25
13618,Matsu-Shima,Japan,32.56,129.36
13619,Aokata,Japan,32.59,129.40
13620,Nagasaki,Japan,32.43,129.51
13621,Sasebo,Japan,33.10,129.43
13622,Imari,Japan,33.17,129.53
13623,Karatsu,Japan,33.29,129.58
13624,Hakata,Japan,33.36,130.24
13625,Izuhara,Japan,34.12,129.18
13626,Kin Wan,Japan,26.25,127.54
13627,Nishihara,Japan,26.13,127.48
13628,Naha Ko,Japan,26.13,127.41
13629,Nakagusuku,Japan,26.16,127.55
13630,Hirara Ko,Japan,24.48,125.17
13631,Ishigaki,Japan,24.20,124.10
13632,Slavyanka,Russian Federation,42.52,131.23
13633,Okhotsk Iy Reyd,Russian Federation,59.22,143.12
13634,Bukhta Nagayeva (Magadan),Russian Federation,59.34,150.43
13635,Petropavlovsk,Russian Federation,53.30,158.39
13636,Nikol Skoye,Russian Federation,55.12,165.59
13637,Port Beringovsky,Russian Federation,63.40,179.22
13638,Provideniya,Russian Federation,64.25,-173.14
13639,Ambarchik,Russian Federation,69.38,162.19
13640,Tiksi,Russian Federation,71.38,128.52
13641,Pevek,Russian Federation,69.43,170.18
13642,Port Dikson,Russian Federation,73.30,80.31
13643,Ust-Port,Russian Federation,69.40,84.26
13644,Dudinka,Russian Federation,69.24,86.10
13645,Igarka,Russian Federation,67.29,86.36
13646,Mys Novyy Port,Russian Federation,67.40,72.54
13647,Nar Yan-Mar,Russian Federation,67.39,53.00
13648,Mezen,Russian Federation,65.50,44.11
13649,Arkhangels'K,Russian Federation,64.32,40.32
13650,Severodvinsk,Russian Federation,64.34,39.47
13651,Onega,Russian Federation,63.54,38.60
13652,Belomorsk,Russian Federation,64.32,34.48
13653,Rabocheostrovsk,Russian Federation,64.59,34.47
13654,Keret,Russian Federation,66.17,33.34
13655,Kovda,Russian Federation,66.41,32.52
13656,Kandalaksha,Russian Federation,67.80,32.25
13657,Vitino,Russian Federation,67.50,32.19
13658,Bolshaya Piryu Guba,Russian Federation,66.40,34.22
13659,Ostrovnoy Gremikha,Russian Federation,68.30,39.31
13660,Murmansk,Russian Federation,68.59,33.30
13661,Mys Abram,Russian Federation,68.59,33.20
13662,Ellefsen Harbor,Antarctica,-60.44,-45.20
13663,Scotia Bay,Antarctica,-60.45,-44.43
13664,Admiralty Bay,Antarctica,-62.50,-58.25
13665,Port Foster,Antarctica,-62.57,-60.38
13666,Port Lockroy,Antarctica,-64.49,-63.30
13667,Melchior Harbor,Antarctica,-64.19,-63.00
13668,Andersen Harbor,Antarctica,-64.19,-62.56
13669,Mcmurdo Station,Antarctica,-77.51,166.39
13670,Bishop Rock,United Kingdom,49.86,-6.45
13671,Cape Leeuwin,Australia,-34.37,115.13
13672,Cape of Good Hope,South Africa,-34.36,18.47
13673,Fastnet Rock,United Kingdom,51.39,-9.60
13674,Grand Banks South,United States of America,46.09,-51.29
13675,Honshu,Japan,36.08,138.08
13676,Ile d’Ouessant,France,48.46,-5.09
13677,Inishtrahull,United Kingdom,55.43,-7.23
13678,Montreal,Canada,45.50,-73.57
13679,Nord-Ostsee-Kanal,Germany,54.16,-9.65
13680,Panama,Panama,9.38,-79.92
13681,Pentland Firth,United Kingdom,56.71,-3.11
13682,Port Said,Egypt,31.27,32.30
13683,Punta Arenas,Chile,-53.16,-70.92
13684,Selat Lombok,Indonesia,-8.65,116.32
13685,Selat Sunda,Indonesia,-5.92,105.89
13686,Selat Wetar,Indonesia,-8.17,126.17
13687,Singapore,Singapore,1.26,103.83
13688,Skagens Odde,Denmark,57.67,10.42
13689,Strait of Gibraltar,Spain,36.00,-5.69
13690,Straits of Florida,United States of America,23.39,-82.39
13691,Torres Strait,Australia,-10.22,141.94
13692,Tsugaru-Kaikyo,Japan,41.63,140.69
13693,Wilson Promontory,Australia,-39.03,146.32
13694,Yucatan Channel,Mexico,21.34,-85.54
13695,Osumi-kaikyo,Japan,30.91,130.67
