port_number,port_name,port_country,latitude,longitude
10604,Lake Charles,United States of America,30.13,-93.15
10605,Sabine,United States of America,29.43,-93.52
10606,Sabine Pass,United States of America,29.44,-93.54
10607,Orange,United States of America,30.50,-93.44
10608,Port Arthur,United States of America,29.50,-93.58
10609,Port Neches,United States of America,30.00,-93.57
10610,Beaumont,United States of America,30.50,-94.50
10611,Galveston,United States of America,29.19,-94.47
10612,Texas City,United States of America,29.23,-94.55
10613,Baytown,United States of America,29.44,-95.10
10614,Norsworthy,United States of America,29.44,-95.12
10615,Pasadena,United States of America,29.43,-95.13
10616,Sinco,United States of America,29.43,-95.14
10617,Deer Park,United States of America,29.45,-95.20
10618,Houston,United States of America,29.45,-95.17
10619,Freeport,United States of America,28.57,-95.20
10620,Palacios,United States of America,28.41,-96.13
10621,Port Lavaca,United States of America,28.37,-96.37
10622,Port Oconnor,United States of America,28.27,-96.24
10623,Rockport,United States of America,28.10,-97.30
10624,Corpus Christi,United States of America,27.49,-97.24
10625,Port Aransas,United States of America,27.50,-97.30
10626,Port Ingleside,United States of America,27.49,-97.11
10627,Port Isabel,United States of America,26.50,-97.12
10628,Brownsville,United States of America,25.57,-97.24
10629,Altamira,Mexico,22.29,-97.51
10630,Tampico,Mexico,22.13,-97.52
10631,Tuxpan,Mexico,20.57,-97.24
10632,Veracruz,Mexico,19.12,-96.80
10633,Cayo Arcas Terminal,Mexico,20.10,-91.59
10634,Coatzacoalcos,Mexico,18.90,-94.25
10635,Nanchital,Mexico,18.40,-94.25
10636,Minatitlan,Mexico,17.54,-94.35
10637,Dos Bocas Terminal,Mexico,18.26,-93.13
10638,Frontera,Mexico,18.32,-92.39
10639,Ciudad Del Carmen,Mexico,18.38,-91.52
10640,Campeche,Mexico,19.51,-90.33
10641,Progreso,Mexico,21.17,-89.40
10642,San Miguel De Cozumel,Mexico,20.30,-86.58
10643,Belize City,Belize,17.30,-88.11
10644,Puerto Barrios,Guatemala,15.44,-88.36
10645,Santo Thomas De Castilla,Guatemala,15.42,-88.37
10646,Puerto Cortes,Honduras,15.50,-87.57
10647,Tela,Honduras,15.47,-87.27
10648,Puerto Este,Honduras,16.50,-86.54
10649,La Ceiba,Honduras,15.47,-86.48
10650,Coxen Hole,Honduras,16.19,-86.33
10651,Trujillo,Honduras,15.55,-85.57
10652,Puerto Castilla,Honduras,16.00,-85.59
10653,Puerto Cabezas,Nicaragua,14.10,-83.23
10654,El Bluff,Nicaragua,12.00,-83.42
10655,Bluefields,Nicaragua,12.10,-83.45
10656,Puerto Moin,Costa Rica,10.00,-83.50
10657,Puerto Limon,Costa Rica,9.59,-83.10
10658,Chiriqui Grande,Panama,8.57,-82.70
10659,Almirante,Panama,9.18,-82.24
10660,Bocas Del Toro,Panama,9.20,-82.14
10661,Puerto Cristobal,Panama,9.21,-79.55
10662,Puerto Colon,Panama,9.22,-79.53
10663,Bahia De Las Minas,Panama,9.24,-79.49
10664,St George'S,Bermuda,32.23,-64.41
10665,Ireland Island,Bermuda,32.19,-64.50
10666,Hamilton,Bermuda,32.18,-64.47
10667,Freeport,Bahamas,26.31,-78.47
10668,South Riding Point,Bahamas,26.37,-78.13
10669,Nassau,Bahamas,25.50,-77.21
10670,Clifton Pier,Bahamas,25.00,-77.33
10671,Cockburn Town,Bahamas,24.30,-74.32
10672,Matthew Town,Bahamas,20.57,-73.41
10673,Grand Turk,Turks and Caicos Islands,21.26,-71.90
10674,Cockburn Harbor,Turks and Caicos Islands,21.30,-71.32
10675,Cabanas,Cuba,23.00,-82.58
10676,Mariel,Cuba,22.59,-82.45
10677,Bahai De La Habana,Cuba,23.80,-82.22
10678,Matanzas,Cuba,23.30,-81.33
10679,Cardenas,Cuba,23.30,-81.12
10680,Isabela De Sagua,Cuba,22.57,-80.00
10681,Nuevitas Bay,Cuba,21.33,-77.16
10682,Manati,Cuba,21.22,-76.49
10683,Puerto Padre,Cuba,21.17,-76.32
10684,Antilla,Cuba,20.50,-75.44
10685,Felton,Cuba,20.44,-75.36
10686,Nicaro,Cuba,20.43,-75.33
10687,Bahia De Sagua De Tanamo,Cuba,20.41,-75.20
10688,Cayo Moa Grande,Cuba,20.40,-74.54
10689,Puerto Guantanamo,Cuba,19.59,-75.80
10690,Santiago De Cuba,Cuba,20.10,-75.50
10691,Media Luna,Cuba,20.90,-77.26
10692,Ceiba Hueca,Cuba,20.13,-77.19
10693,Manzanillo,Cuba,20.21,-77.70
10694,Guayabal,Cuba,20.42,-77.37
10695,Jucaro,Cuba,21.37,-78.51
10696,Tunas De Zaza,Cuba,21.38,-79.33
10697,Casilda,Cuba,21.45,-79.59
10698,Cienfuegos,Cuba,22.90,-80.27
10699,Nueva Gerona,Cuba,21.55,-82.48
10700,Georgetown,Cayman Islands,19.18,-81.23
10701,Cayman Brac,Cayman Islands,19.45,-79.45
10702,Lucea,Jamaica,18.27,-78.10
10703,Montego Bay,Jamaica,18.28,-77.56
10704,Falmouth,Jamaica,18.29,-77.39
10705,Rio Bueno,Jamaica,18.28,-77.28
10706,Ocho Rios,Jamaica,18.25,-77.70
10707,Port Antonio,Jamaica,18.11,-76.27
10708,Kingston,Jamaica,17.58,-76.47
10709,Port Esquivel,Jamaica,17.53,-77.80
10710,Rocky Point,Jamaica,17.49,-77.90
10711,Port Kaiser,Jamaica,17.52,-77.36
10712,Savannah La Mar,Jamaica,18.12,-78.80
10713,Jacmel,Haiti,18.14,-72.32
10714,Miragoane,Haiti,18.27,-73.50
10715,Petit Goave,Haiti,18.26,-72.52
10716,Port Au Prince,Haiti,18.33,-72.21
10717,Cap Haitien,Haiti,19.46,-72.12
10718,Pepillo Salcedo,Dominican Republic,19.42,-71.45
10719,Puerto Plata,Dominican Republic,19.48,-70.42
10720,Santa Barbara De Samana,Dominican Republic,19.12,-69.20
10721,Puerto Botado,Dominican Republic,19.12,-69.27
10722,Sanchez,Dominican Republic,19.14,-69.37
10723,La Romana,Dominican Republic,18.25,-68.58
10724,San Pedro De Macoris,Dominican Republic,18.27,-69.19
10725,Andres (Andres Lgn Terminal),Dominican Republic,18.26,-69.38
10726,Santo Domingo,Dominican Republic,18.28,-69.53
10727,Puerto De Haina,Dominican Republic,18.25,-70.10
10728,Punta Nizao Oil Terminal,Dominican Republic,18.12,-70.12
10729,Las Calderas,Dominican Republic,18.13,-70.31
10730,Puerto Viejo De Azua,Dominican Republic,18.21,-70.50
10731,Santa Cruz De Barahona,Dominican Republic,18.12,-71.50
10732,Cabo Rojo,Dominican Republic,17.55,-71.39
10733,Aguadilla,Puerto Rico,18.26,-67.90
10734,Arecibo,Puerto Rico,18.29,-66.42
10735,San Juan,Puerto Rico,18.28,-66.70
10736,Bahia De Fajardo,Puerto Rico,18.20,-65.38
10737,Ensenada Honda,Puerto Rico,18.14,-65.38
10738,Playa De Humacao,Puerto Rico,18.10,-65.45
10739,Puerto Yabucoa,Puerto Rico,18.30,-65.50
10740,Arroyo,Puerto Rico,17.58,-66.40
10741,Bahia De Jobos,Puerto Rico,17.57,-66.11
10742,Las Mareas,Puerto Rico,17.57,-66.10
10743,Playa De Ponce,Puerto Rico,17.59,-66.37
10744,Playa De Guayanilla,Puerto Rico,18.10,-66.46
10745,Playa De Guanica,Puerto Rico,17.58,-66.55
10746,Mayaguez,Puerto Rico,18.12,-67.90
10747,Charlotte Amalie,"Virgin Islands, U.S.",18.21,-64.56
10748,Cruz Bay,"Virgin Islands, U.S.",18.20,-64.48
10749,Frederiksted,"Virgin Islands, U.S.",17.43,-64.53
10750,Limetree Bay,"Virgin Islands, U.S.",17.42,-64.45
10751,Port Alucroix,"Virgin Islands, U.S.",17.42,-64.46
10752,Christiansted,"Virgin Islands, U.S.",17.45,-64.42
10753,Road Harbor,"Virgin Islands, British",18.25,-64.37
10754,Baie Du Marigot,France,18.40,-63.50
10755,Phillipsburg,SX,18.10,-63.30
10756,Coles Bay Oil Terminal,SX,18.10,-63.50
10757,Gustavia,Guadeloupe,17.54,-62.51
10758,Oranjestad,BQ,17.29,-62.59
10759,Basseterre,Saint Kitts and Nevis,17.18,-62.43
10760,Charlestown,Saint Kitts and Nevis,17.80,-62.38
10761,St Johns,Antigua and Barbuda,17.70,-61.51
10762,Pointe A Pitre,Guadeloupe,16.14,-61.32
10763,Basse Terre,Guadeloupe,16.00,-61.44
10764,Port Louis,Guadeloupe,16.25,-61.32
10765,Roseau,Dominica,15.18,-61.24
10766,Portsmouth,Dominica,15.34,-61.28
10767,Fort De France,Martinique,14.36,-61.40
10768,Vieux Fort,Saint Lucia,13.43,-60.58
10769,Grand Cul De Sac Bay,Saint Lucia,13.59,-61.10
10770,Castries,Saint Lucia,14.10,-61.00
10771,Kingstown,Saint Vincent and The Grenadines,13.90,-61.14
10772,St George'S,Grenada,12.30,-61.45
10773,Bridgetown,Barbados,13.60,-59.38
10774,Scarborough,Trinidad and Tobago,11.11,-60.44
10775,Chaguaramas,Trinidad and Tobago,10.41,-61.39
10776,Anse Tembladora,Trinidad and Tobago,10.41,-61.35
10777,Port Of Spain,Trinidad and Tobago,10.39,-61.31
10778,Point Lisas Port,Trinidad and Tobago,10.23,-61.29
10779,Pointe A Pierre,Trinidad and Tobago,10.19,-61.28
10780,Point Lisas Industrial Port,Trinidad and Tobago,10.24,-61.30
10781,Brighton,Trinidad and Tobago,10.15,-61.38
10782,Point Fortin,Trinidad and Tobago,10.12,-61.42
10783,Galeota Point Terminal,Trinidad and Tobago,10.80,-60.59
10784,Kralendijk,BQ,12.90,-68.17
10785,Goto Oil Terminal,BQ,12.13,-68.23
10786,Salina,BQ,12.50,-68.17
10787,Caracasbaai,CW,12.40,-68.52
10788,Willemstad,CW,12.70,-68.56
10789,Bullen Baai,CW,12.11,-69.20
10790,Sint Michelsbaai,CW,12.80,-69.10
10791,Sint Nicolaas Baai,Aruba,12.26,-69.55
10792,Paarden Baai - (Oranjestad),Aruba,12.31,-70.20
10793,Turbo,Colombia,8.50,-76.44
10794,Covenas,Colombia,9.25,-75.41
10795,Covenas Offshore Term.,Colombia,9.30,-75.44
10796,Mamonal,Colombia,10.19,-75.31
10797,El Bosque,Colombia,10.24,-75.32
10798,Cartagena,Colombia,10.25,-75.32
10799,Barranquilla,Colombia,10.58,-74.46
10800,Puerto Prodeco,Colombia,11.90,-74.13
10801,Pozos Colorados,Colombia,11.90,-74.15
10802,Santa Marta,Colombia,11.15,-74.13
10803,Puerto Bolivar,Colombia,12.15,-71.58
10804,Maracaibo,Venezuela,10.38,-71.36
10805,San Lorenzo,Venezuela,9.47,-71.40
10806,La Salina,Venezuela,10.22,-71.28
10807,Punta De Palmas,Venezuela,10.47,-71.35
10808,Bajo Grande,Venezuela,10.31,-71.38
10809,Puerto Miranda,Venezuela,10.46,-71.34
10810,El Tabiazo,Venezuela,10.46,-71.32
10811,Punta Cardon,Venezuela,11.38,-70.14
10812,Las Piedras,Venezuela,11.42,-70.13
10813,Amuay (Bahia De Amuay),Venezuela,11.45,-70.14
10814,Puerto Cumarebo,Venezuela,11.29,-69.21
10815,Puerto Chichiriviche,Venezuela,10.55,-68.16
10816,El Palito,Venezuela,10.29,-68.70
10817,Venterminals,Venezuela,10.29,-68.20
10818,Puerto Cabello,Venezuela,10.29,-68.00
10819,Puerto Borburata,Venezuela,10.29,-67.59
10820,Catia La Mar,Venezuela,10.36,-67.10
10821,La Guaira,Venezuela,10.37,-66.56
10822,Jose Terminal,Venezuela,10.60,-64.51
10823,Puerto La Cruz,Venezuela,10.15,-64.38
10824,Guanta,Venezuela,10.15,-64.35
10825,Bahia De Pertigalete,Venezuela,10.14,-64.34
10826,Cumana (Puerto Sucre),Venezuela,10.28,-64.11
10827,El Guamache,Venezuela,10.54,-64.60
10828,Carupano,Venezuela,10.42,-63.15
10829,Guiria,Venezuela,10.34,-62.18
10830,Puerto De Hierro,Venezuela,10.38,-62.60
10831,Caripito,Venezuela,10.90,-63.20
10832,Palua,Venezuela,8.22,-62.41
10833,Puerto Ordaz,Venezuela,8.21,-62.43
10834,Ciudad Bolivar,Venezuela,8.80,-63.33
10835,Georgetown,Guyana,6.50,-58.10
10836,Linden,Guyana,6.00,-58.18
10837,New Amsterdam,Guyana,6.15,-57.31
10838,Nieuw Nickerie,Suriname,5.57,-57.00
10839,Paramaribo,Suriname,5.50,-55.10
10840,Paranam,Suriname,5.37,-55.60
10841,Moengo,Suriname,5.38,-54.25
10842,Degrad Des Cannes,French Guiana,4.51,-52.16
10843,Porto Santana,Brazil,-0.30,-51.11
10844,Belem,Brazil,-1.27,-48.30
10845,Vila Do Conde,Brazil,-1.33,-48.45
10846,Cameta,Brazil,-2.15,-49.30
10847,Santarem,Brazil,-2.25,-54.43
10848,Itacoatiara,Brazil,-3.90,-58.27
10849,Manaus,Brazil,-3.80,-60.10
10850,Iquitos,Peru,-3.45,-73.14
10851,Itaqui,Brazil,-2.34,-44.22
10852,Tutoia,Brazil,-2.47,-42.17
10853,Camocim,Brazil,-2.54,-40.50
10854,Porto De Mucuripe,Brazil,-3.43,-38.29
10855,Guamare Oil Terminal,Brazil,-4.52,-36.17
10856,Natal,Brazil,-5.47,-35.12
10857,Cabedelo,Brazil,-6.58,-34.50
10858,Recife,Brazil,-8.30,-34.52
10859,Porto De Suape,Brazil,-8.24,-34.58
10860,Porto De Maceio,Brazil,-9.40,-35.44
10861,Port De Aracaju,Brazil,-10.55,-37.30
10862,Port De Salvador,Brazil,-12.58,-38.31
10863,Aratu,Brazil,-12.47,-38.30
10864,Madre De Deus,Brazil,-12.45,-38.37
10865,Port Of Ilheus,Brazil,-14.47,-39.10
10866,Portocel,Brazil,-19.51,-40.30
10867,Vitoria,Brazil,-20.19,-40.20
10868,Tubarao,Brazil,-20.17,-40.15
10869,Santa Clara,Brazil,-20.53,-51.22
10870,Macae,Brazil,-22.22,-41.46
10871,Dtse / Gegua Oil Terminal,Brazil,-22.49,-43.90
10872,Porto Do Forno,Brazil,-22.58,-42.10
10873,Rio De Janeiro,Brazil,-22.54,-43.10
10874,Niteroi,Brazil,-22.53,-43.70
10875,Guaiba Island Terminal,Brazil,-23.10,-44.20
10876,Angra Dos Reis,Brazil,-23.10,-44.19
10877,Gebig,Brazil,-23.30,-44.13
10878,Sao Sebastiao,Brazil,-23.48,-45.24
10879,Santos,Brazil,-23.57,-46.18
10880,Paranagua,Brazil,-25.30,-48.31
10881,Sao Francisco,Brazil,-26.15,-48.38
10882,Itajai,Brazil,-26.55,-48.38
10883,Imbituba,Brazil,-28.14,-48.40
10884,Laguna,Brazil,-28.30,-48.47
10885,Tramandai,Brazil,-29.59,-50.80
10886,Rio Grande,Brazil,-32.30,-52.50
10887,Pelotas,Brazil,-31.47,-52.20
10888,Porto Alegre,Brazil,-30.20,-51.14
10889,La Paloma,Uruguay,-34.39,-54.90
10890,Jose Ignacio,Uruguay,-34.57,-54.42
10891,Montevideo,Uruguay,-34.54,-56.13
10892,Puerto Sauce,Uruguay,-34.26,-57.27
10893,Colonia,Uruguay,-34.28,-57.51
10894,Nueva Palmira,Uruguay,-33.53,-58.25
10895,Fray Bentos,Uruguay,-33.70,-58.19
10896,Paysandu,Uruguay,-32.19,-58.40
10897,Puerto De Asuncion,Paraguay,-25.16,-57.41
10898,Santa Fe,Argentina,-31.39,-60.42
10899,Parana,Argentina,-31.43,-60.32
10900,Diamante,Argentina,-32.40,-60.39
10901,Puerto San Martin,Argentina,-32.43,-60.44
10902,San Lorenzo,Argentina,-32.45,-60.44
10903,Rosario,Argentina,-32.57,-60.38
10904,Villa Constitucion,Argentina,-33.14,-60.20
10905,San Nicolas,Argentina,-33.20,-60.14
10906,Ramallo,Argentina,-33.29,-60.10
10907,San Pedro,Argentina,-33.35,-59.49
10908,Puerto Ibicuy,Argentina,-33.45,-59.11
10909,Zarate,Argentina,-34.50,-59.20
10910,Campana,Argentina,-34.90,-58.58
10911,Concordia,Argentina,-31.24,-58.20
10912,Colon,Argentina,-32.13,-58.80
10913,Concepcion Del Uruguay,Argentina,-32.29,-58.14
10914,Buenos Aires,Argentina,-34.36,-58.22
10915,La Plata,Argentina,-34.50,-57.53
10916,Mar Del Plata,Argentina,-38.20,-57.32
10917,Quequen,Argentina,-38.35,-58.42
10918,Puerto Rosales,Argentina,-38.56,-62.40
10919,Puerto Belgrano,Argentina,-38.53,-62.60
10920,Bahia Blanca,Argentina,-38.47,-62.16
10921,Puerto Ingeniero White,Argentina,-38.48,-62.16
10922,Puerto Nacional,Argentina,-38.48,-62.17
10923,Puerto Galvan,Argentina,-38.47,-62.18
10924,San Blas,Argentina,-40.34,-62.14
10925,Puerto Madryn,Argentina,-42.46,-65.20
10926,Comodoro Rivadavia,Argentina,-45.52,-67.28
10927,Puerto Deseado,Argentina,-47.45,-65.54
10928,Puerto San Julian,Argentina,-49.19,-67.42
10929,Puerto Santa Cruz,Argentina,-50.10,-68.31
10930,Puerto Gallegos,Argentina,-51.37,-68.58
10931,San Sebastian Bay,Argentina,-53.10,-68.30
10932,Rio Grande,Argentina,-53.47,-67.41
10933,Ushuaia,Argentina,-54.49,-68.18
10934,Villa Constitucion,Argentina,-33.18,-60.20
10935,Stanley,Falkland Islands,-51.42,-57.50
10936,Prince Olav Harbor,South Georgia and The South Sandwich Islands,-54.20,-37.90
10937,Stromness Harbor,South Georgia and The South Sandwich Islands,-54.90,-36.42
10938,Grytviken,South Georgia and The South Sandwich Islands,-54.16,-36.30
10939,Puerto Williams,Chile,-54.56,-67.36
10940,Punta Delgada,Chile,-52.28,-69.33
10941,Puerto Sara,Chile,-52.38,-70.12
10942,Caleta Clarencia,Chile,-52.54,-70.60
10943,Rada Punta Arenas,Chile,-53.10,-70.54
10944,Bahia Agua Fresca,Chile,-53.23,-70.58
10945,Port San Juan De La Juan,Chile,-53.38,-70.55
10946,Bahia Harris,Chile,-53.51,-70.27
10947,Puerto Yartou,Chile,-53.53,-70.90
10948,Caleta Mina Elena,Chile,-52.41,-71.54
10949,Puerto Natales,Chile,-51.43,-72.34
10950,Puerto Chacabuco,Chile,-45.28,-72.50
10951,Puerto Castro,Chile,-42.29,-73.46
10952,Puerto Quemchi,Chile,-42.90,-73.29
10953,Puerto Montt,Chile,-41.29,-72.58
10954,Puerto De Corral,Chile,-39.52,-73.26
10955,Bahia De Valdivia,Chile,-39.48,-73.15
10956,Lota,Chile,-37.60,-73.90
10957,Coronel,Chile,-37.20,-73.10
10958,Bahia San Vicente,Chile,-36.44,-73.10
10959,Talcahuano,Chile,-36.42,-73.60
10960,Lirquen,Chile,-36.43,-72.59
10961,Penco,Chile,-36.43,-73.00
10962,Puerto San Antonio,Chile,-33.35,-71.37
10963,Bahia De Valparaiso,Chile,-33.20,-71.37
10964,Bahia Quintero (Ventanas),Chile,-32.46,-71.32
10965,Bahia Herradura Guayacan,Chile,-29.58,-71.22
10966,Coquimbo,Chile,-29.57,-71.20
10967,Huasco,Chile,-28.28,-71.15
10968,Puerto Caldera,Chile,-27.30,-70.50
10969,Puerto Calderilla,Chile,-27.50,-70.52
10970,Puerto Chanaral,Chile,-26.21,-70.39
10971,Taltal,Chile,-25.24,-70.29
10972,Antofagasta,Chile,-23.39,-70.25
10973,Mejillones,Chile,-23.60,-70.28
10974,Caleta Patillos,Chile,-20.44,-70.12
10975,Tocopilla,Chile,-22.50,-70.14
10976,Iquique,Chile,-20.12,-70.10
10977,Rada De Arica,Chile,-18.28,-70.20
10978,Puerto Ilo,Peru,-17.38,-71.22
10979,Bahia De Matarani,Peru,-17.00,-72.70
10980,Bahia San Nicolas,Peru,-15.15,-75.14
10981,Conchan Oil Terminal,Peru,-12.10,-77.00
10982,Puerto Del Callao,Peru,-12.30,-77.90
10983,La Pampilla Oil Terminal,Peru,-11.56,-77.80
10984,Bahia De Ancon,Peru,-11.45,-77.11
10985,Chancay,Peru,-11.35,-77.15
10986,Puerto De Huacho,Peru,-11.70,-77.37
10987,Puerto Supe,Peru,-10.48,-77.45
10988,Punta Lobitos (Bahia De Huarm,Peru,-10.60,-78.10
10989,Puerto De Chimbote,Peru,-9.50,-78.37
10990,Salaverry,Peru,-8.14,-78.59
10991,Pimental,Peru,-6.50,-79.56
10992,Puerto Bayovar,Peru,-5.50,-81.30
10993,Paita,Peru,-5.50,-81.70
10994,Talara,Peru,-4.35,-81.17
10995,Caleta Lobitos,Peru,-4.27,-81.17
10996,Puerto Cabo Blanco,Peru,-4.15,-81.14
10997,Puerto Bolivar,Ecuador,-3.16,-80.00
10998,Guayaquil,Ecuador,-2.12,-79.53
10999,Puerto Maritimo De Guayaquil,Ecuador,-2.17,-79.54
11000,La Libertad,Ecuador,-2.13,-80.55
11001,Manta,Ecuador,-0.57,-80.43
11002,Esmeraldas,Ecuador,1.00,-79.39
11003,Tumaco,Colombia,1.49,-78.45
11004,Buenaventura,Colombia,3.53,-77.40
11005,Balboa,Panama,8.57,-79.34
11006,Vacamonte,Panama,8.52,-79.40
11007,Charco Azul,Panama,8.13,-82.52
11008,Pedregal,Panama,8.21,-82.26
11009,Puerto Armuelles,Panama,8.16,-82.51
11010,Golfito,Costa Rica,8.38,-83.10
11011,Puerto Quepos,Costa Rica,9.26,-84.10
11012,Puerto Caldera,Costa Rica,9.55,-84.43
11013,Puntarenas,Costa Rica,9.59,-84.50
11014,Puerto Sandino,Nicaragua,12.11,-86.46
11015,Corinto,Nicaragua,12.29,-87.10
11016,Puerto De Hencan,Honduras,13.24,-87.27
11017,La Union,El Salvador,13.20,-87.50
11018,Acajutla,El Salvador,13.35,-89.50
11019,Acajutla Offshore Terminal,El Salvador,13.35,-89.52
11020,Puerto Quetzal,Guatemala,13.55,-90.48
11021,Puerto Madero,Mexico,14.42,-92.27
11022,Salina Cruz,Mexico,16.10,-95.12
11023,Acapulco,Mexico,16.51,-99.56
11024,Lazaro Cardenas,Mexico,17.56,-102.10
11025,Manzanillo,Mexico,19.30,-104.19
11026,Puerto Vallarta,Mexico,20.37,-105.16
11027,Mazatlan,Mexico,23.12,-106.25
11028,Topolobampo,Mexico,25.36,-109.40
11029,Guaymas,Mexico,27.55,-110.55
11030,Santa Rosalia,Mexico,27.20,-112.17
11031,Isla San Marcos,Mexico,27.11,-112.60
11032,San Juan De La Costa,Mexico,24.24,-110.42
11033,Pichilingue,Mexico,24.16,-110.20
11034,La Paz,Mexico,24.10,-110.19
11035,Puerto Morro Redondo,Mexico,28.30,-115.11
11036,Ensenada,Mexico,31.52,-116.38
11037,Rosarito,Mexico,32.22,-117.60
11038,San Diego,United States of America,32.43,-117.11
11039,Wilson Cove,United States of America,33.00,-118.33
11040,Isthmus Cove,United States of America,33.27,-118.30
11041,Avalon,United States of America,33.21,-118.19
11042,Newport Beach,United States of America,33.37,-117.54
11043,Long Beach,United States of America,33.46,-118.11
11044,Los Angeles,United States of America,33.45,-118.15
11045,El Segundo,United States of America,33.55,-118.26
11046,Port Hueneme,United States of America,34.90,-119.12
11047,Prisoners,United States of America,34.10,-119.41
11048,Ventura,United States of America,34.17,-119.17
11049,Carpinteria,United States of America,34.23,-119.31
11050,Santa Barbara,United States of America,34.25,-119.41
11051,Ellwood,United States of America,34.26,-119.55
11052,Gaviota,United States of America,34.28,-120.12
11053,Pismo Beach,United States of America,35.80,-120.39
11054,Port San Luis,United States of America,35.10,-120.45
11055,Morro Bay,United States of America,35.22,-120.51
11056,Monterey,United States of America,36.37,-121.53
11057,Moss Landing,United States of America,36.48,-121.47
11058,Santa Cruz,United States of America,36.58,-122.10
11059,Davenport,United States of America,37.10,-122.12
11060,Princetown,United States of America,37.30,-122.29
11061,San Francisco,United States of America,37.49,-122.25
11062,Yerbabuena Island,United States of America,37.49,-122.22
11063,Redwood City,United States of America,37.32,-122.12
11064,Alameda,United States of America,37.47,-122.16
11065,Oakland,United States of America,37.49,-122.20
11066,Berkeley,United States of America,37.52,-122.18
11067,Point Richmond,United States of America,37.55,-122.22
11068,Point San Pablo,United States of America,37.58,-122.26
11069,Sausalito,United States of America,37.51,-122.29
11070,Pinole Point,United States of America,38.10,-122.22
11071,Oleum,United States of America,38.30,-122.16
11072,Mare Island,United States of America,38.60,-122.16
11073,South Vallejo,United States of America,38.50,-122.15
11074,Crockett,United States of America,38.30,-122.13
11075,Port Costa,United States of America,38.30,-122.11
11076,Benicia,United States of America,38.30,-122.90
11077,Martinez,United States of America,38.20,-122.80
11078,Pittsburg,United States of America,38.20,-121.53
11079,Antioch,United States of America,38.10,-121.48
11080,Stockton,United States of America,37.57,-121.18
11081,Rio Vista,United States of America,38.90,-121.42
11082,Isleton,United States of America,38.10,-121.36
11083,Walnut Grove,United States of America,38.14,-121.31
11084,Courtland,United States of America,38.20,-121.34
11085,Sacramento,United States of America,38.35,-121.30
11086,Bodega Bay,United States of America,38.20,-123.30
11087,Fort Bragg,United States of America,39.27,-123.49
11088,Fields Landing,United States of America,40.43,-124.13
11089,Eureka,United States of America,40.48,-124.11
11090,Samoa,United States of America,40.49,-124.11
11091,Crescent City,United States of America,41.45,-124.12
11092,Port Orford,United States of America,42.44,-124.30
11093,Bandon,United States of America,43.70,-124.25
11094,Prosper,United States of America,43.90,-124.22
11095,Empire,United States of America,43.24,-124.17
11096,North Bend,United States of America,43.24,-124.13
11097,Coos Bay,United States of America,43.22,-124.13
11098,Winchester Bay,United States of America,43.41,-124.11
11099,Gardiner,United States of America,43.43,-124.60
11100,Reedsport,United States of America,43.42,-124.60
11101,Florence,United States of America,43.58,-124.70
11102,Glenada,United States of America,43.58,-124.70
11103,Cushman,United States of America,43.59,-124.40
11104,Waldport,United States of America,44.26,-124.40
11105,Newport,United States of America,44.38,-124.30
11106,Toledo,United States of America,44.37,-123.56
11107,Depoe Bay,United States of America,44.48,-124.40
11108,Ilwaco,United States of America,46.18,-124.30
11109,Warrenton,United States of America,46.10,-123.55
11110,Astoria,United States of America,46.12,-123.50
11111,Tongue Point,United States of America,46.12,-123.45
11112,Westport,United States of America,46.80,-123.23
11113,Rainier,United States of America,46.50,-122.56
11114,Longview,United States of America,46.80,-122.56
11115,Kalama,United States of America,46.10,-122.51
11116,St Helens,United States of America,45.52,-122.48
11117,Portland,United States of America,45.31,-122.40
11118,Vancouver,United States of America,45.38,-122.41
11119,Camas,United States of America,45.35,-122.24
11120,Washougal,United States of America,45.35,-122.21
11121,The Dalles,United States of America,45.36,-121.11
11122,Nahcotta,United States of America,46.30,-124.20
11123,South Bend,United States of America,46.40,-123.47
11124,Raymond,United States of America,46.41,-123.44
11125,Willapa Harbor,United States of America,46.41,-123.45
11126,Westhaven Cove,United States of America,46.55,-124.70
11127,Bay City,United States of America,46.52,-124.40
11128,Aberdeen,United States of America,46.59,-123.49
11129,Hoquiam,United States of America,46.58,-123.54
11130,La Push,United States of America,47.54,-124.38
11131,Neah Bay,United States of America,48.22,-124.37
11132,Sekiu,United States of America,48.16,-124.18
11133,Port Angeles,United States of America,48.70,-123.26
11134,Port Townsend,United States of America,48.70,-122.45
11135,Glen Cove,United States of America,48.50,-122.47
11136,Hoodsport,United States of America,47.25,-123.80
11137,Port Gamble,United States of America,47.51,-122.35
11138,Poulsbo,United States of America,47.44,-122.39
11139,Keyport,United States of America,47.42,-122.37
11140,Winslow,United States of America,47.37,-122.31
11141,Creosote,United States of America,47.37,-122.30
11142,Fort Ward,United States of America,47.35,-122.31
11143,East Bremerton,United States of America,47.34,-122.37
11144,Silverdale,United States of America,47.39,-122.42
11145,Bremerton,United States of America,47.34,-122.39
11146,Port Orchard,United States of America,47.32,-122.38
11147,Quartermaster Harbor,United States of America,47.23,-122.28
11148,Shelton,United States of America,47.13,-123.60
11149,Olympia,United States of America,47.30,-122.54
11150,Nisqually Head,United States of America,47.70,-122.45
11151,Tacoma,United States of America,47.17,-122.25
11152,Seattle,United States of America,47.36,-122.20
11153,Point Wells,United States of America,47.47,-122.24
