Port Number,Port Name,Country,Latitude,Longitude,DD Lat,DD Long
10846,Cameta,BR,2.15 S,49.30 W,-2.15,-49.3
10847,Santarem,BR,2.25 S,54.43 W,-2.25,-54.43
10848,Itacoatiara,BR,3.9S,58.27 W,-3.9,-58.27
10849,Manaus,BR,3.8S,60.1W,-3.8,-60.1
10850,Iquitos,PE,3.45 S,73.14 W,-3.45,-73.14
10851,Itaqui,BR,2.34 S,44.22 W,-2.34,-44.22
10852,Tutoia,BR,2.47 S,42.17 W,-2.47,-42.17
10853,Camocim,BR,2.54 S,40.50 W,-2.54,-40.5
10854,Porto De Mucuripe,BR,3.43 S,38.29 W,-3.43,-38.29
10855,Guamare Oil Terminal,BR,4.52 S,36.17 W,-4.52,-36.17
10856,Natal,BR,5.47 S,35.12 W,-5.47,-35.12
10857,Cabedelo,BR,6.58 S,34.50 W,-6.58,-34.5
10858,Recife,BR,8.3S,34.52 W,-8.3,-34.52
10859,Porto De Suape,BR,8.24 S,34.58 W,-8.24,-34.58
10860,Porto De Maceio,BR,9.40 S,35.44 W,-9.4,-35.44
10861,Port De Aracaju,BR,10.55 S,37.3W,-10.55,-37.3
10862,Port De Salvador,BR,12.58 S,38.31 W,-12.58,-38.31
10863,Aratu,BR,12.47 S,38.30 W,-12.47,-38.3
10864,Madre De Deus,BR,12.45 S,38.37 W,-12.45,-38.37
10865,Port Of Ilheus,BR,14.47 S,39.1W,-14.47,-39.1
10866,Portocel,BR,19.51 S,40.3W,-19.51,-40.3
10867,Vitoria,BR,20.19 S,40.20 W,-20.19,-40.2
10868,Tubarao,BR,20.17 S,40.15 W,-20.17,-40.15
10869,Santa Clara,BR,20.53 S,51.22 W,-20.53,-51.22
10870,Macae,BR,22.22 S,41.46 W,-22.22,-41.46
10871,Dtse / Gegua Oil Terminal,BR,22.49 S,43.9W,-22.49,-43.9
10872,Porto Do Forno,BR,22.58 S,42.1W,-22.58,-42.1
10873,Rio De Janeiro,BR,22.54 S,43.10 W,-22.54,-43.1
10874,Niteroi,BR,22.53 S,43.7W,-22.53,-43.7
10875,Guaiba Island Terminal,BR,23.1S,44.2W,-23.1,-44.2
10876,Angra Dos Reis,BR,23.1S,44.19 W,-23.1,-44.19
10877,Gebig,BR,23.3S,44.13 W,-23.3,-44.13
10878,Sao Sebastiao,BR,23.48 S,45.24 W,-23.48,-45.24
10879,Santos,BR,23.57 S,46.18 W,-23.57,-46.18
10880,Paranagua,BR,25.30 S,48.31 W,-25.3,-48.31
10881,Sao Francisco,BR,26.15 S,48.38 W,-26.15,-48.38
10882,Itajai,BR,26.55 S,48.38 W,-26.55,-48.38
10883,Imbituba,BR,28.14 S,48.40 W,-28.14,-48.4
10884,Laguna,BR,28.30 S,48.47 W,-28.3,-48.47
10885,Tramandai,BR,29.59 S,50.8W,-29.59,-50.8
10886,Rio Grande,BR,32.3S,52.5W,-32.3,-52.5
10887,Pelotas,BR,31.47 S,52.20 W,-31.47,-52.2
10888,Porto Alegre,BR,30.2S,51.14 W,-30.2,-51.14
10889,La Paloma,UY,34.39 S,54.9W,-34.39,-54.9
10890,Jose Ignacio,UY,34.57 S,54.42 W,-34.57,-54.42
10891,Montevideo,UY,34.54 S,56.13 W,-34.54,-56.13
10892,Puerto Sauce,UY,34.26 S,57.27 W,-34.26,-57.27
10893,Colonia,UY,34.28 S,57.51 W,-34.28,-57.51
10894,Nueva Palmira,UY,33.53 S,58.25 W,-33.53,-58.25
10895,Fray Bentos,UY,33.7S,58.19 W,-33.7,-58.19
10896,Paysandu,UY,32.19 S,58.4W,-32.19,-58.4
10897,Puerto De Asuncion,PY,25.16 S,57.41 W,-25.16,-57.41
10898,Santa Fe,AR,31.39 S,60.42 W,-31.39,-60.42
10899,Parana,AR,31.43 S,60.32 W,-31.43,-60.32
10900,Diamante,AR,32.4S,60.39 W,-32.4,-60.39
10901,Puerto San Martin,AR,32.43 S,60.44 W,-32.43,-60.44
10902,San Lorenzo,AR,32.45 S,60.44 W,-32.45,-60.44
10903,Rosario,AR,32.57 S,60.38 W,-32.57,-60.38
10904,Villa Constitucion,AR,33.14 S,60.20 W,-33.14,-60.2
10905,San Nicolas,AR,33.20 S,60.14 W,-33.2,-60.14
10906,Ramallo,AR,33.29 S,60.1W,-33.29,-60.1
10907,San Pedro,AR,33.35 S,59.49 W,-33.35,-59.49
10908,Puerto Ibicuy,AR,33.45 S,59.11 W,-33.45,-59.11
10909,Zarate,AR,34.5S,59.2W,-34.5,-59.2
10910,Campana,AR,34.9S,58.58 W,-34.9,-58.58
10911,Concordia,AR,31.24 S,58.2W,-31.24,-58.2
10912,Colon,AR,32.13 S,58.8W,-32.13,-58.8
10913,Concepcion Del Uruguay,AR,32.29 S,58.14 W,-32.29,-58.14
10914,Buenos Aires,AR,34.36 S,58.22 W,-34.36,-58.22
10915,La Plata,AR,34.50 S,57.53 W,-34.5,-57.53
10916,Mar Del Plata,AR,38.2S,57.32 W,-38.2,-57.32
10917,Quequen,AR,38.35 S,58.42 W,-38.35,-58.42
10918,Puerto Rosales,AR,38.56 S,62.4W,-38.56,-62.4
10919,Puerto Belgrano,AR,38.53 S,62.6W,-38.53,-62.6
10920,Bahia Blanca,AR,38.47 S,62.16 W,-38.47,-62.16
10921,Puerto Ingeniero White,AR,38.48 S,62.16 W,-38.48,-62.16
10922,Puerto Nacional,AR,38.48 S,62.17 W,-38.48,-62.17
10923,Puerto Galvan,AR,38.47 S,62.18 W,-38.47,-62.18
10924,San Blas,AR,40.34 S,62.14 W,-40.34,-62.14
10925,Puerto Madryn,AR,42.46 S,65.2W,-42.46,-65.2
10926,Comodoro Rivadavia,AR,45.52 S,67.28 W,-45.52,-67.28
10927,Puerto Deseado,AR,47.45 S,65.54 W,-47.45,-65.54
10928,Puerto San Julian,AR,49.19 S,67.42 W,-49.19,-67.42
10929,Puerto Santa Cruz,AR,50.1S,68.31 W,-50.1,-68.31
10930,Puerto Gallegos,AR,51.37 S,68.58 W,-51.37,-68.58
10931,San Sebastian Bay,AR,53.10 S,68.30 W,-53.1,-68.3
10932,Rio Grande,AR,53.47 S,67.41 W,-53.47,-67.41
10933,Ushuaia,AR,54.49 S,68.18 W,-54.49,-68.18
10934,Villa Constitucion,AR,33.18 S,60.20 W,-33.18,-60.2
10935,Stanley,FK,51.42 S,57.50 W,-51.42,-57.5
10936,Prince Olav Harbor,GS,54.2S,37.9W,-54.2,-37.9
10937,Stromness Harbor,GS,54.9S,36.42 W,-54.9,-36.42
10938,Grytviken,GS,54.16 S,36.30 W,-54.16,-36.3
10939,Puerto Williams,CL,54.56 S,67.36 W,-54.56,-67.36
10940,Punta Delgada,CL,52.28 S,69.33 W,-52.28,-69.33
10941,Puerto Sara,CL,52.38 S,70.12 W,-52.38,-70.12
10942,Caleta Clarencia,CL,52.54 S,70.6W,-52.54,-70.6
10943,Rada Punta Arenas,CL,53.10 S,70.54 W,-53.1,-70.54
10944,Bahia Agua Fresca,CL,53.23 S,70.58 W,-53.23,-70.58
10945,Port San Juan De La Juan,CL,53.38 S,70.55 W,-53.38,-70.55
10946,Bahia Harris,CL,53.51 S,70.27 W,-53.51,-70.27
10947,Puerto Yartou,CL,53.53 S,70.9W,-53.53,-70.9
10948,Caleta Mina Elena,CL,52.41 S,71.54 W,-52.41,-71.54
10949,Puerto Natales,CL,51.43 S,72.34 W,-51.43,-72.34
10950,Puerto Chacabuco,CL,45.28 S,72.50 W,-45.28,-72.5
10951,Puerto Castro,CL,42.29 S,73.46 W,-42.29,-73.46
10952,Puerto Quemchi,CL,42.9S,73.29 W,-42.9,-73.29
10953,Puerto Montt,CL,41.29 S,72.58 W,-41.29,-72.58
10954,Puerto De Corral,CL,39.52 S,73.26 W,-39.52,-73.26
10955,Bahia De Valdivia,CL,39.48 S,73.15 W,-39.48,-73.15
10956,Lota,CL,37.6S,73.9W,-37.6,-73.9
10957,Coronel,CL,37.2S,73.10 W,-37.2,-73.1
10958,Bahia San Vicente,CL,36.44 S,73.10 W,-36.44,-73.1
10959,Talcahuano,CL,36.42 S,73.6W,-36.42,-73.6
10960,Lirquen,CL,36.43 S,72.59 W,-36.43,-72.59
10961,Penco,CL,36.43 S,73.0W,-36.43,-73
10962,Puerto San Antonio,CL,33.35 S,71.37 W,-33.35,-71.37
10963,Bahia De Valparaiso,CL,33.2S,71.37 W,-33.2,-71.37
10964,Bahia Quintero (Ventanas),CL,32.46 S,71.32 W,-32.46,-71.32
10965,Bahia Herradura Guayacan,CL,29.58 S,71.22 W,-29.58,-71.22
10966,Coquimbo,CL,29.57 S,71.20 W,-29.57,-71.2
10967,Huasco,CL,28.28 S,71.15 W,-28.28,-71.15
10968,Puerto Caldera,CL,27.3S,70.50 W,-27.3,-70.5
10969,Puerto Calderilla,CL,27.5S,70.52 W,-27.5,-70.52
10970,Puerto Chanaral,CL,26.21 S,70.39 W,-26.21,-70.39
10971,Taltal,CL,25.24 S,70.29 W,-25.24,-70.29
10972,Antofagasta,CL,23.39 S,70.25 W,-23.39,-70.25
10973,Mejillones,CL,23.6S,70.28 W,-23.6,-70.28
10974,Caleta Patillos,CL,20.44 S,70.12 W,-20.44,-70.12
10975,Tocopilla,CL,22.5S,70.14 W,-22.5,-70.14
10976,Iquique,CL,20.12 S,70.10 W,-20.12,-70.1
10977,Rada De Arica,CL,18.28 S,70.20 W,-18.28,-70.2
10978,Puerto Ilo,PE,17.38 S,71.22 W,-17.38,-71.22
10979,Bahia De Matarani,PE,17.0S,72.7W,-17,-72.7
10980,Bahia San Nicolas,PE,15.15 S,75.14 W,-15.15,-75.14
10981,Conchan Oil Terminal,PE,12.10 S,77.0W,-12.1,-77
10982,Puerto Del Callao,PE,12.3S,77.9W,-12.3,-77.9
10983,La Pampilla Oil Terminal,PE,11.56 S,77.8W,-11.56,-77.8
10984,Bahia De Ancon,PE,11.45 S,77.11 W,-11.45,-77.11
10985,Chancay,PE,11.35 S,77.15 W,-11.35,-77.15
10986,Puerto De Huacho,PE,11.7S,77.37 W,-11.7,-77.37
10987,Puerto Supe,PE,10.48 S,77.45 W,-10.48,-77.45
10988,Punta Lobitos (Bahia De Huarm,PE,10.6S,78.10 W,-10.6,-78.1
10989,Puerto De Chimbote,PE,9.5S,78.37 W,-9.5,-78.37
10990,Salaverry,PE,8.14 S,78.59 W,-8.14,-78.59
10991,Pimental,PE,6.50 S,79.56 W,-6.5,-79.56
10992,Puerto Bayovar,PE,5.50 S,81.3W,-5.5,-81.3
10993,Paita,PE,5.5S,81.7W,-5.5,-81.7
10994,Talara,PE,4.35 S,81.17 W,-4.35,-81.17
10995,Caleta Lobitos,PE,4.27 S,81.17 W,-4.27,-81.17
10996,Puerto Cabo Blanco,PE,4.15 S,81.14 W,-4.15,-81.14
10997,Puerto Bolivar,EC,3.16 S,80.0W,-3.16,-80
10998,Guayaquil,EC,2.12 S,79.53 W,-2.12,-79.53
10999,Puerto Maritimo De Guayaquil,EC,2.17 S,79.54 W,-2.17,-79.54
11000,La Libertad,EC,2.13 S,80.55 W,-2.13,-80.55
11001,Manta,EC,0.57 S,80.43 W,-0.57,-80.43
11002,Esmeraldas,EC,1.0N,79.39 W,1,-79.39
11003,Tumaco,CO,1.49 N,78.45 W,1.49,-78.45
11004,Buenaventura,CO,3.53 N,77.4W,3.53,-77.4
11005,Balboa,PA,8.57 N,79.34 W,8.57,-79.34
11006,Vacamonte,PA,8.52 N,79.40 W,8.52,-79.4
11007,Charco Azul,PA,8.13 N,82.52 W,8.13,-82.52
11008,Pedregal,PA,8.21 N,82.26 W,8.21,-82.26
11009,Puerto Armuelles,PA,8.16 N,82.51 W,8.16,-82.51
11010,Golfito,CR,8.38 N,83.10 W,8.38,-83.1
11011,Puerto Quepos,CR,9.26 N,84.10 W,9.26,-84.1
11012,Puerto Caldera,CR,9.55 N,84.43 W,9.55,-84.43
11013,Puntarenas,CR,9.59 N,84.50 W,9.59,-84.5
11014,Puerto Sandino,NI,12.11 N,86.46 W,12.11,-86.46
11015,Corinto,NI,12.29 N,87.10 W,12.29,-87.1
11016,Puerto De Hencan,HN,13.24 N,87.27 W,13.24,-87.27
11017,La Union,SV,13.20 N,87.50 W,13.2,-87.5
11018,Acajutla,SV,13.35 N,89.50 W,13.35,-89.5
11019,Acajutla Offshore Terminal,SV,13.35 N,89.52 W,13.35,-89.52
11020,Puerto Quetzal,GT,13.55 N,90.48 W,13.55,-90.48
11021,Puerto Madero,MX,14.42 N,92.27 W,14.42,-92.27
11022,Salina Cruz,MX,16.10 N,95.12 W,16.1,-95.12
11023,Acapulco,MX,16.51 N,99.56 W,16.51,-99.56
11024,Lazaro Cardenas,MX,17.56 N,102.10 W,17.56,-102.1
11025,Manzanillo,MX,19.3N,104.19 W,19.3,-104.19
11026,Puerto Vallarta,MX,20.37 N,105.16 W,20.37,-105.16
11027,Mazatlan,MX,23.12 N,106.25 W,23.12,-106.25
11028,Topolobampo,MX,25.36 N,109.4W,25.36,-109.4
11029,Guaymas,MX,27.55 N,110.55 W,27.55,-110.55
11030,Santa Rosalia,MX,27.20 N,112.17 W,27.2,-112.17
11031,Isla San Marcos,MX,27.11 N,112.6W,27.11,-112.6
11032,San Juan De La Costa,MX,24.24 N,110.42 W,24.24,-110.42
11033,Pichilingue,MX,24.16 N,110.20 W,24.16,-110.2
11034,La Paz,MX,24.10 N,110.19 W,24.1,-110.19
11035,Puerto Morro Redondo,MX,28.3N,115.11 W,28.3,-115.11
11036,Ensenada,MX,31.52 N,116.38 W,31.52,-116.38
11037,Rosarito,MX,32.22 N,117.6W,32.22,-117.6
11038,San Diego,US,32.43 N,117.11 W,32.43,-117.11
11039,Wilson Cove,US,33.0N,118.33 W,33,-118.33
11040,Isthmus Cove,US,33.27 N,118.30 W,33.27,-118.3
11041,Avalon,US,33.21 N,118.19 W,33.21,-118.19
11042,Newport Beach,US,33.37 N,117.54 W,33.37,-117.54
11043,Long Beach,US,33.46 N,118.11 W,33.46,-118.11
11044,Los Angeles,US,33.45 N,118.15 W,33.45,-118.15
11045,El Segundo,US,33.55 N,118.26 W,33.55,-118.26
11046,Port Hueneme,US,34.9N,119.12 W,34.9,-119.12
11047,Prisoners,US,34.1N,119.41 W,34.1,-119.41
11048,Ventura,US,34.17 N,119.17 W,34.17,-119.17
11049,Carpinteria,US,34.23 N,119.31 W,34.23,-119.31
11050,Santa Barbara,US,34.25 N,119.41 W,34.25,-119.41
11051,Ellwood,US,34.26 N,119.55 W,34.26,-119.55
11052,Gaviota,US,34.28 N,120.12 W,34.28,-120.12
11053,Pismo Beach,US,35.8N,120.39 W,35.8,-120.39
11054,Port San Luis,US,35.10 N,120.45 W,35.1,-120.45
11055,Morro Bay,US,35.22 N,120.51 W,35.22,-120.51
11056,Monterey,US,36.37 N,121.53 W,36.37,-121.53
11057,Moss Landing,US,36.48 N,121.47 W,36.48,-121.47
11058,Santa Cruz,US,36.58 N,122.1W,36.58,-122.1
11059,Davenport,US,37.1N,122.12 W,37.1,-122.12
11060,Princetown,US,37.30 N,122.29 W,37.3,-122.29
11061,San Francisco,US,37.49 N,122.25 W,37.49,-122.25
11062,Yerbabuena Island,US,37.49 N,122.22 W,37.49,-122.22
11063,Redwood City,US,37.32 N,122.12 W,37.32,-122.12
11064,Alameda,US,37.47 N,122.16 W,37.47,-122.16
11065,Oakland,US,37.49 N,122.20 W,37.49,-122.2
11066,Berkeley,US,37.52 N,122.18 W,37.52,-122.18
11067,Point Richmond,US,37.55 N,122.22 W,37.55,-122.22
11068,Point San Pablo,US,37.58 N,122.26 W,37.58,-122.26
11069,Sausalito,US,37.51 N,122.29 W,37.51,-122.29
11070,Pinole Point,US,38.1N,122.22 W,38.1,-122.22
11071,Oleum,US,38.3N,122.16 W,38.3,-122.16
11072,Mare Island,US,38.6N,122.16 W,38.6,-122.16
11073,South Vallejo,US,38.5N,122.15 W,38.5,-122.15
11074,Crockett,US,38.3N,122.13 W,38.3,-122.13
11075,Port Costa,US,38.3N,122.11 W,38.3,-122.11
11076,Benicia,US,38.3N,122.9W,38.3,-122.9
11077,Martinez,US,38.2N,122.8W,38.2,-122.8
11078,Pittsburg,US,38.2N,121.53 W,38.2,-121.53
11079,Antioch,US,38.1N,121.48 W,38.1,-121.48
11080,Stockton,US,37.57 N,121.18 W,37.57,-121.18
11081,Rio Vista,US,38.9N,121.42 W,38.9,-121.42
11082,Isleton,US,38.10 N,121.36 W,38.1,-121.36
11083,Walnut Grove,US,38.14 N,121.31 W,38.14,-121.31
11084,Courtland,US,38.20 N,121.34 W,38.2,-121.34
11085,Sacramento,US,38.35 N,121.30 W,38.35,-121.3
11086,Bodega Bay,US,38.20 N,123.3W,38.2,-123.3
11087,Fort Bragg,US,39.27 N,123.49 W,39.27,-123.49
11088,Fields Landing,US,40.43 N,124.13 W,40.43,-124.13
11089,Eureka,US,40.48 N,124.11 W,40.48,-124.11
11090,Samoa,US,40.49 N,124.11 W,40.49,-124.11
11091,Crescent City,US,41.45 N,124.12 W,41.45,-124.12
11092,Port Orford,US,42.44 N,124.30 W,42.44,-124.3
11093,Bandon,US,43.7N,124.25 W,43.7,-124.25
11094,Prosper,US,43.9N,124.22 W,43.9,-124.22
11095,Empire,US,43.24 N,124.17 W,43.24,-124.17
11096,North Bend,US,43.24 N,124.13 W,43.24,-124.13
11097,Coos Bay,US,43.22 N,124.13 W,43.22,-124.13
11098,Winchester Bay,US,43.41 N,124.11 W,43.41,-124.11
11099,Gardiner,US,43.43 N,124.6W,43.43,-124.6
11100,Reedsport,US,43.42 N,124.6W,43.42,-124.6
11101,Florence,US,43.58 N,124.7W,43.58,-124.7
11102,Glenada,US,43.58 N,124.7W,43.58,-124.7
11103,Cushman,US,43.59 N,124.4W,43.59,-124.4
11104,Waldport,US,44.26 N,124.4W,44.26,-124.4
11105,Newport,US,44.38 N,124.3W,44.38,-124.3
11106,Toledo,US,44.37 N,123.56 W,44.37,-123.56
11107,Depoe Bay,US,44.48 N,124.4W,44.48,-124.4
11108,Ilwaco,US,46.18 N,124.3W,46.18,-124.3
11109,Warrenton,US,46.10 N,123.55 W,46.1,-123.55
11110,Astoria,US,46.12 N,123.50 W,46.12,-123.5
11111,Tongue Point,US,46.12 N,123.45 W,46.12,-123.45
11112,Westport,US,46.8N,123.23 W,46.8,-123.23
11113,Rainier,US,46.5N,122.56 W,46.5,-122.56
11114,Longview,US,46.8N,122.56 W,46.8,-122.56
11115,Kalama,US,46.1N,122.51 W,46.1,-122.51
11116,St Helens,US,45.52 N,122.48 W,45.52,-122.48
11117,Portland,US,45.31 N,122.40 W,45.31,-122.4
11118,Vancouver,US,45.38 N,122.41 W,45.38,-122.41
11119,Camas,US,45.35 N,122.24 W,45.35,-122.24
11120,Washougal,US,45.35 N,122.21 W,45.35,-122.21
11121,The Dalles,US,45.36 N,121.11 W,45.36,-121.11
11122,Nahcotta,US,46.30 N,124.2W,46.3,-124.2
11123,South Bend,US,46.40 N,123.47 W,46.4,-123.47
11124,Raymond,US,46.41 N,123.44 W,46.41,-123.44
11125,Willapa Harbor,US,46.41 N,123.45 W,46.41,-123.45
11126,Westhaven Cove,US,46.55 N,124.7W,46.55,-124.7
11127,Bay City,US,46.52 N,124.4W,46.52,-124.4
11128,Aberdeen,US,46.59 N,123.49 W,46.59,-123.49
11129,Hoquiam,US,46.58 N,123.54 W,46.58,-123.54
11130,La Push,US,47.54 N,124.38 W,47.54,-124.38
11131,Neah Bay,US,48.22 N,124.37 W,48.22,-124.37
11132,Sekiu,US,48.16 N,124.18 W,48.16,-124.18
11133,Port Angeles,US,48.7N,123.26 W,48.7,-123.26
11134,Port Townsend,US,48.7N,122.45 W,48.7,-122.45
11135,Glen Cove,US,48.5N,122.47 W,48.5,-122.47
11136,Hoodsport,US,47.25 N,123.8W,47.25,-123.8
11137,Port Gamble,US,47.51 N,122.35 W,47.51,-122.35
11138,Poulsbo,US,47.44 N,122.39 W,47.44,-122.39
11139,Keyport,US,47.42 N,122.37 W,47.42,-122.37
11140,Winslow,US,47.37 N,122.31 W,47.37,-122.31
11141,Creosote,US,47.37 N,122.30 W,47.37,-122.3
11142,Fort Ward,US,47.35 N,122.31 W,47.35,-122.31
11143,East Bremerton,US,47.34 N,122.37 W,47.34,-122.37
11144,Silverdale,US,47.39 N,122.42 W,47.39,-122.42
11145,Bremerton,US,47.34 N,122.39 W,47.34,-122.39
11146,Port Orchard,US,47.32 N,122.38 W,47.32,-122.38
11147,Quartermaster Harbor,US,47.23 N,122.28 W,47.23,-122.28
11148,Shelton,US,47.13 N,123.6W,47.13,-123.6
11149,Olympia,US,47.3N,122.54 W,47.3,-122.54
11150,Nisqually Head,US,47.7N,122.45 W,47.7,-122.45
11151,Tacoma,US,47.17 N,122.25 W,47.17,-122.25
11152,Seattle,US,47.36 N,122.20 W,47.36,-122.2
11153,Point Wells,US,47.47 N,122.24 W,47.47,-122.24
11154,Edwards Point,US,47.48 N,122.24 W,47.48,-122.24
11155,Mukilteo,US,47.57 N,122.18 W,47.57,-122.18
11156,Everett,US,48.0N,122.13 W,48,-122.13
11157,Coupeville,US,48.14 N,122.41 W,48.14,-122.41
11158,Richardson,US,48.27 N,122.54 W,48.27,-122.54
11159,Friday Harbor,US,48.32 N,123.1W,48.32,-123.1
11160,Roche  Harbor,US,48.37 N,123.10 W,48.37,-123.1
11161,Orcas,US,48.36 N,122.56 W,48.36,-122.56
11162,Anacortes,US,48.31 N,122.37 W,48.31,-122.37
11163,Bellingham,US,48.45 N,122.30 W,48.45,-122.3
11164,Cherry Point,US,48.52 N,122.45 W,48.52,-122.45
11165,Semiahmoo,US,48.59 N,122.46 W,48.59,-122.46
11166,Blaine,US,49.0N,122.45 W,49,-122.45
11167,Steveston,CA,49.8N,123.11 W,49.8,-123.11
11168,New Westminster,CA,49.12 N,122.55 W,49.12,-122.55
11169,Fraser Mills,CA,49.13 N,122.52 W,49.13,-122.52
11170,Port Coquitlam,CA,49.16 N,122.47 W,49.16,-122.47
11171,Mission City,CA,49.7N,122.15 W,49.7,-122.15
11172,Vancouver,CA,49.17 N,123.7W,49.17,-123.7
11173,Port Moody,CA,49.17 N,122.53 W,49.17,-122.53
11174,Squamish,CA,49.41 N,123.9W,49.41,-123.9
11175,Port Mellon,CA,49.31 N,123.29 W,49.31,-123.29
11176,Westview,CA,49.50 N,124.31 W,49.5,-124.31
11177,Powell River,CA,49.52 N,124.32 W,49.52,-124.32
11178,Duncan Bay,CA,50.4N,125.17 W,50.4,-125.17
11179,Campbell River,CA,50.1N,124.14 W,50.1,-124.14
11180,Comox Harbor,CA,49.40 N,124.55 W,49.4,-124.55
11181,Nanoose Harbor,CA,49.16 N,124.9W,49.16,-124.9
11182,Nanaimo,CA,49.10 N,123.56 W,49.1,-123.56
11183,Harmac,CA,49.8N,123.51 W,49.8,-123.51
11184,Chemainus,CA,48.56 N,123.43 W,48.56,-123.43
11185,Crofton,CA,48.52 N,123.38 W,48.52,-123.38
11186,Cowichan Bay,CA,48.45 N,123.37 W,48.45,-123.37
11187,Ganges,CA,48.51 N,123.29 W,48.51,-123.29
11188,Lyall Harbor,CA,48.48 N,123.12 W,48.48,-123.12
11189,Hope Bay,CA,48.48 N,123.17 W,48.48,-123.17
11190,Sidney,CA,48.39 N,123.23 W,48.39,-123.23
11191,Bamberton,CA,48.33 N,123.31 W,48.33,-123.31
11192,Victoria Harbor,CA,48.26 N,123.23 W,48.26,-123.23
11193,Esquimalt Harbor,CA,48.26 N,123.26 W,48.26,-123.26
11194,Port San Juan,CA,48.33 N,124.26 W,48.33,-124.26
11195,Port Alberni,CA,49.14 N,124.49 W,49.14,-124.49
11196,Ucluelet,CA,48.57 N,125.33 W,48.57,-125.33
11197,Clayoquot,CA,49.9N,125.55 W,49.9,-125.55
11198,Ahousat,CA,49.17 N,126.4W,49.17,-126.4
11199,Gold River,CA,49.41 N,126.7W,49.41,-126.7
11200,Tahsis,CA,49.55 N,126.40 W,49.55,-126.4
11201,Bergh Cove,CA,50.32 N,127.37 W,50.32,-127.37
11202,Port Alice,CA,50.23 N,127.27 W,50.23,-127.27
11203,Coal Harbor,CA,50.36 N,127.35 W,50.36,-127.35
11204,Port Hardy,CA,50.43 N,127.29 W,50.43,-127.29
11205,Sointula,CA,50.38 N,127.1W,50.38,-127.1
11206,Alert Bay,CA,50.35 N,126.56 W,50.35,-126.56
11207,Port Mcneill,CA,50.35 N,127.5W,50.35,-127.5
11208,Bella Coola,CA,52.22 N,126.48 W,52.22,-126.48
11209,Bella Bella,CA,52.10 N,128.9W,52.1,-128.9
11210,Klemtu,CA,52.36 N,128.31 W,52.36,-128.31
11211,Butedale,CA,53.10 N,128.41 W,53.1,-128.41
11212,Kemano Bay,CA,53.29 N,128.8W,53.29,-128.8
11213,Kitimat,CA,54.0N,128.41 W,54,-128.41
11214,Porpoise Harbor,CA,54.13 N,130.17 W,54.13,-130.17
11215,Prince Rupert,CA,54.19 N,130.20 W,54.19,-130.2
11216,Port Simpson,CA,54.34 N,130.26 W,54.34,-130.26
11217,Stewart,CA,55.56 N,130.0W,55.56,-130
11218,Masset Harbor,CA,54.1N,132.9W,54.1,-132.9
11219,Port Clements,CA,53.41 N,132.11 W,53.41,-132.11
11220,Queen Charlotte,CA,53.15 N,132.5W,53.15,-132.5
11221,Alliford Bay,CA,53.13 N,131.59 W,53.13,-131.59
11222,Hyder,US,55.55 N,130.0W,55.55,-130
11223,Hidden Inlet,US,54.57 N,130.20 W,54.57,-130.2
11224,Metlakatla,US,55.8N,131.34 W,55.8,-131.34
11225,George Inlet,US,55.23 N,131.28 W,55.23,-131.28
11226,Ketchikan,US,55.20 N,131.39 W,55.2,-131.39
11227,Ward Cove,US,55.24 N,131.44 W,55.24,-131.44
11228,Knudson Cove,US,55.28 N,131.48 W,55.28,-131.48
11229,Loring,US,55.36 N,131.38 W,55.36,-131.38
11230,Yes Bay,US,55.55 N,131.48 W,55.55,-131.48
11231,Union Bay,US,55.46 N,132.13 W,55.46,-132.13
11232,Burnett Inlet,US,56.4N,132.28 W,56.4,-132.28
11233,Wrangell,US,56.28 N,132.23 W,56.28,-132.23
11234,Kasaan,US,55.32 N,132.24 W,55.32,-132.24
11235,Rose Inlet,US,54.57 N,132.58 W,54.57,-132.58
11236,Hydaburg,US,55.12 N,132.50 W,55.12,-132.5
11237,Waterfall,US,55.18 N,133.14 W,55.18,-133.14
11238,Craig,US,55.28 N,133.9W,55.28,-133.9
11239,Klawock,US,55.33 N,133.6W,55.33,-133.6
11240,Steamboat Bay,US,55.32 N,133.38 W,55.32,-133.38
11241,Fishermans Harbor,US,55.58 N,133.48 W,55.58,-133.48
11242,Petersburg,US,56.49 N,132.57 W,56.49,-132.57
11243,Kake,US,56.58 N,133.56 W,56.58,-133.56
11244,Washington Bay,US,56.44 N,134.21 W,56.44,-134.21
11245,Bay Of Pillars,US,56.36 N,134.14 W,56.36,-134.14
11246,Big Port Walter,US,56.23 N,134.44 W,56.23,-134.44
11247,Little Port Walter,US,56.23 N,134.38 W,56.23,-134.38
11248,Port Armstrong,US,56.18 N,134.40 W,56.18,-134.4
11249,Port Conclusion,US,56.15 N,134.41 W,56.15,-134.41
11250,Port Alexander,US,56.15 N,134.39 W,56.15,-134.39
11251,Sitka,US,57.3N,135.20 W,57.3,-135.2
11252,Kimshan Cove,US,57.41 N,136.7W,57.41,-136.7
11253,Pelican,US,57.58 N,136.14 W,57.58,-136.14
11254,Elfin Cove,US,58.12 N,136.21 W,58.12,-136.21
11255,Hoonah,US,58.7N,135.27 W,58.7,-135.27
11256,Tenakee Springs,US,57.47 N,135.12 W,57.47,-135.12
11257,Chatham,US,57.31 N,134.56 W,57.31,-134.56
11258,Todd,US,57.28 N,135.3W,57.28,-135.3
